"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Sirloin","Sirloin, chopped, with gravy, mashed potatoes, vegetable, frozen meal","28110220","6","194","16","12.71","39","41.6","1.5","446","0","1.545","7.78","31","0.107","7.7","1.6","0.105","69.69","2.741","0.602","3.771","7.89","15","0.097","1.16","18","87","211","569","1.41","48","0.7","0.186","5.6","0.26","4.8"
"Sirloin tips","Sirloin tips, with gravy, potatoes, vegetable, frozen meal","28110250","155","457","0","7.44","24","35.0","1.2","233","731","1.628","8.36","0","0.101","7.7","1.73","0.079","77.26","2.347","0.501","2.24","5.72","14","0.124","1.21","18","87","287","264","1.55","45","0.8","0.209","7.5","0.35","5.0"
"Sirloin beef","Sirloin beef, with gravy, potatoes, vegetable, frozen meal","28110270","458","1152","0","6.85","22","31.8","1.2","228","247","2.426","8.58","7","0.068","8.9","1.33","0.048","80.37","0.989","0.148","1.296","2.84","20","0.073","0.89","16","86","280","321","1.64","122","0.39","0.214","12.3","0.37","16.9"
"Salisbury steak dinner","Salisbury steak dinner, NFS, frozen meal","28110300","5","147","13","10.94","40","34.5","1.2","336","0","1.586","6.82","39","0.075","5.8","1.32","0.069","72.83","2.941","0.364","4.169","8.34","15","0.079","0.84","15","72","179","274","1.5","52","0.61","0.164","5.3","0.2","4.0"
"Salisbury steak with gravy","Salisbury steak with gravy, potatoes, vegetable, frozen meal","28110310","5","147","13","10.94","40","34.5","1.2","336","0","1.586","6.82","39","0.075","5.8","1.32","0.069","72.83","2.941","0.364","4.169","8.34","15","0.079","0.84","15","72","179","274","1.5","52","0.61","0.164","5.3","0.2","4.0"
"Salisbury steak with gravy","Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal","28110330","2","10","12","12.61","25","28.3","1.0","73","0","2.033","7.61","14","0.119","7.7","2.23","0.099","71.26","2.61","0.8","2.468","6.64","26","0.069","1.09","18","81","195","589","1.52","15","0.66","0.119","0.4","0.2","2.5"
"Salisbury steak with gravy","Salisbury steak with gravy, potatoes, vegetable, dessert, frozen meal","28110350","155","432","1","14.17","28","37.9","1.5","203","0","2.651","11.26","2","0.149","10.1","2.96","0.142","65.43","3.184","0.815","2.669","7.71","32","0.157","1.61","28","107","270","384","2.29","45","0.92","0.183","2.3","0.21","6.4"
"Salisbury steak with gravy","Salisbury steak with gravy, macaroni and cheese, vegetable, frozen meal","28110370","4","118","0","11.07","24","14.4","1.4","208","0","1.146","6.72","30","0.136","9.7","1.1","0.095","72.28","3.253","1.108","3.596","8.49","79","0.071","0.91","17","118","132","373","0.75","40","0.29","0.125","7.6","0.53","18.4"
"Salisbury steak with gravy","Salisbury steak with gravy, macaroni and cheese, frozen meal","28110380","46","114","0","20.36","23","19.6","1.3","6","250","2.333","10.41","36","0.168","15.8","1.77","0.201","59.18","3.019","1.115","3.213","8.51","108","0.098","1.64","18","124","136","380","1.85","47","0.62","0.101","0.4","0.3","3.7"
"Salisbury steak","Salisbury steak, potatoes, vegetable, dessert, diet frozen meal","28110390","15","69","2","14.05","15","19.4","1.4","91","169","1.243","4.74","5","0.057","3.7","9.4","0.039","77.24","1.266","0.196","1.296","3.22","16","0.073","0.65","12","50","170","137","1.11","11","0.41","0.126","3.3","0.12","7.4"
"Beef","Beef, sliced, with gravy, potatoes, vegetable, frozen meal","28110510","474","1072","0","6.59","21","34.3","0.7","88","109","1.577","8.12","29","0.073","7.7","0.8","0.052","76.3","3.206","1.262","2.013","7.28","10","0.053","0.91","14","85","224","296","1.27","138","0.82","0.162","1.7","0.58","6.6"
"Beef short ribs","Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal","28110620","18","139","0","15.6","26","36.7","1.4","198","947","1.493","9.13","6","0.096","6.3","8.04","0.064","68.31","2.291","0.234","2.517","5.68","22","0.105","1.38","21","86","274","238","2.2","19","0.86","0.189","4.8","0.34","17.3"
"Meatballs","Meatballs, Swedish, in gravy, with noodles, diet frozen meal","28110660","0","2","0","10.31","14","21.6","0.8","2","78","1.992","9.67","4","0.142","13.5","1.16","0.095","75.56","1.352","0.302","1.174","3.36","23","0.151","1.34","12","100","141","254","1.32","4","0.44","0.098","0.6","0.08","0.5"
"Salisbury steak","Salisbury steak, baked, with tomato sauce, vegetable, diet frozen meal","28113110","28","168","0","5.05","30","31.8","0.9","446","849","2.12","9.06","14","0.133","8.3","2.25","0.057","78.84","2.207","0.386","2.221","5.69","48","0.102","1.05","19","107","286","259","2.04","30","0.74","0.185","10.6","0.33","4.7"
"Beef with spaetzle or rice","Beef with spaetzle or rice, vegetable, frozen meal","28113140","9","80","10","12.23","16","24.4","0.6","121","117","1.592","6.92","0","0.062","8.2","1.23","0.082","74.98","1.891","0.752","1.238","4.37","8","0.059","1.05","13","71","149","278","1.09","7","0.62","0.175","17.4","0.64","4.8"
"Chicken dinner","Chicken dinner, NFS, frozen meal","28140100","110","328","0","13.25","34","26.2","1.0","134","0","3.083","8.75","17","0.121","14.8","1.23","0.163","72.22","1.336","0.771","1.602","4.28","34","0.065","0.84","17","104","128","467","0.58","49","0.12","0.107","1.1","0.28","3.2"
"Chicken and noodles with vegetable","Chicken and noodles with vegetable, dessert, frozen meal","28140320","1","3","5","17.68","17","16.2","1.3","38","0","1.186","5.62","5","0.116","11.5","4.49","0.141","70.84","1.71","1.192","1.096","4.49","15","0.186","0.99","19","63","128","401","0.41","6","0.06","0.05","0.1","0.3","2.0"
"Chicken","Chicken, fried, with potatoes, vegetable, frozen meal","28140710","191","417","0","10.63","46","42.9","1.7","125","0","3.293","10.26","26","0.159","11.6","1.29","0.086","68.53","3.288","1.427","2.663","8.13","36","0.057","0.62","20","122","247","669","0.73","68","0.25","0.15","0.7","0.39","5.6"
"Chicken patty","Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal","28140720","5","15","35","16.0","42","46.0","1.4","203","0","3.777","10.68","6","0.131","11.8","1.0","0.087","63.5","3.474","1.702","1.956","8.1","23","0.081","0.66","25","139","317","376","0.81","9","0.17","0.2","3.5","0.34","2.2"
"Chicken patty or nuggets","Chicken patty or nuggets, boneless, breaded, with pasta and tomato sauce, fruit, dessert, frozen meal","28140740","0","72","1","23.57","11","10.8","1.4","42","2335","2.269","5.1","3","0.087","11.1","10.04","0.111","62.4","3.296","1.739","1.486","7.38","15","0.092","0.93","17","75","160","441","0.46","9","0.06","0.088","0.8","0.86","5.3"
"Chicken","Chicken, fried, with potatoes, vegetable, dessert, frozen meal","28140810","181","397","0","13.33","42","39.9","1.6","120","0","3.116","9.74","22","0.157","11.4","3.66","0.088","66.69","3.225","1.452","2.494","7.9","41","0.057","0.66","19","118","228","634","0.69","63","0.23","0.138","0.8","0.39","5.5"
"Chicken","Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion","28141010","3","19","21","18.04","49","46.7","1.3","117","0","3.541","10.87","19","0.15","13.3","6.03","0.082","59.05","4.28","2.193","2.507","9.92","30","0.075","0.69","22","134","264","551","0.78","21","0.2","0.17","2.5","0.54","3.6"
"Teriyaki chicken with rice and vegetable","Teriyaki chicken with rice and vegetable, diet frozen meal","28141201","107","287","43","22.46","16","13.4","0.7","97","53","2.27","5.65","2","0.055","7.1","4.07","0.073","69.09","0.503","0.415","0.327","1.56","13","0.03","0.35","14","94","123","333","0.38","32","0.32","0.16","3.0","0.23","3.8"
"Chicken with rice and vegetable","Chicken with rice and vegetable, diet frozen meal","28141250","7","38","0","10.83","26","23.4","0.7","64","0","3.786","9.82","1","0.105","10.2","1.95","0.089","75.01","0.933","1.13","0.619","3.02","14","0.083","0.65","16","103","174","411","0.5","5","0.09","0.155","2.3","0.28","7.3"
"Chicken and vegetables au gratin with rice","Chicken and vegetables au gratin with rice, diet frozen entree","28141650","0","908","0","7.37","34","26.4","0.8","1951","0","3.006","10.67","39","0.137","10.3","0.88","0.068","74.76","1.478","0.36","2.838","5.36","100","0.069","0.86","27","136","227","496","0.78","115","0.21","0.151","6.7","0.54","82.5"
"Chicken and vegetable entree with rice","Chicken and vegetable entree with rice, diet frozen meal","28143020","99","271","0","19.64","37","26.3","0.7","75","214","3.151","10.46","3","0.083","10.9","6.43","0.092","63.0","2.276","1.739","1.018","5.57","18","0.068","0.95","18","111","179","359","0.81","29","0.12","0.168","4.1","0.48","6.6"
"Chicken chow mein with rice","Chicken chow mein with rice, diet frozen meal","28143040","2","41","6","12.11","20","16.3","0.7","29","0","1.982","6.03","1","0.067","6.5","1.66","0.071","78.68","0.806","0.353","0.514","1.93","14","0.061","0.64","14","68","130","373","0.53","5","0.06","0.107","6.0","0.17","6.3"
"Chicken with noodles and cheese sauce","Chicken with noodles and cheese sauce, diet frozen meal","28143080","0","0","0","11.66","24","14.2","0.7","3","0","3.318","10.07","2","0.088","16.2","0.31","0.117","74.89","1.071","0.843","0.563","2.86","10","0.051","0.6","14","92","97","171","0.44","2","0.08","0.102","0.0","0.28","1.7"
"Chicken and vegetable entree with noodles","Chicken and vegetable entree with noodles, frozen meal","28143130","17","118","0","13.6","21","18.0","1.2","40","1749","2.249","7.19","2","0.097","12.7","3.66","0.109","76.09","0.669","0.609","0.444","2.06","13","0.086","0.76","15","74","183","267","0.54","12","0.07","0.106","7.9","0.46","3.2"
"Chicken and vegetable entree with noodles","Chicken and vegetable entree with noodles, diet frozen meal","28143150","199","612","0","9.7","23","24.0","1.6","355","612","2.455","7.62","3","0.122","10.0","2.29","0.102","79.6","0.651","0.37","0.503","1.88","21","0.094","0.67","18","90","243","282","0.63","63","0.08","0.135","13.7","0.36","12.5"
"Chicken in cream sauce with noodles and vegetable","Chicken in cream sauce with noodles and vegetable, frozen meal","28143170","110","328","0","13.25","34","26.2","1.0","134","0","3.083","8.75","17","0.121","14.8","1.23","0.163","72.22","1.336","0.771","1.602","4.28","34","0.065","0.84","17","104","128","467","0.58","49","0.12","0.107","1.1","0.28","3.2"
"Chicken in butter sauce with potatoes and vegetable","Chicken in butter sauce with potatoes and vegetable, diet frozen meal","28143180","13","74","0","4.64","51","40.5","0.8","125","0","6.042","17.13","6","0.102","13.7","0.83","0.102","75.0","0.932","0.33","0.724","2.47","17","0.049","0.54","23","159","255","239","0.59","12","0.16","0.239","5.2","0.28","9.1"
"Chicken in mushroom sauce","Chicken in mushroom sauce, white and wild rice, vegetable, frozen meal","28143190","432","1184","36","11.05","24","15.4","1.2","214","0","2.782","7.6","20","0.069","7.2","1.26","0.074","76.32","1.015","0.462","1.75","3.61","18","0.05","0.59","16","87","181","423","0.53","138","0.06","0.154","16.9","0.51","16.8"
"Chicken in soy-based sauce","Chicken in soy-based sauce, rice and vegetables, frozen meal","28143200","13","101","3","17.87","16","13.8","0.9","132","0","2.668","6.56","2","0.1","7.4","1.6","0.068","73.48","0.307","0.16","0.245","0.9","15","0.088","0.67","14","76","153","335","0.39","11","0.05","0.121","3.5","0.17","9.9"
"Chicken and vegetable entree with noodles and cream sauce","Chicken and vegetable entree with noodles and cream sauce, frozen meal","28144100","5","73","0","10.79","39","28.6","0.9","280","0","2.345","8.52","28","0.151","14.4","1.64","0.127","74.05","1.597","0.761","2.085","5.19","55","0.063","0.78","19","113","167","379","0.76","34","0.16","0.104","15.3","0.41","20.6"
"Turkey dinner","Turkey dinner, NFS, frozen meal","28145000","0","124","0","16.32","14","17.1","1.3","327","0","3.057","6.97","34","0.252","7.9","4.82","0.138","71.16","1.235","1.087","0.877","3.89","27","0.056","0.79","18","106","230","326","0.48","44","0.33","0.177","0.8","0.24","11.5"
"Turkey with gravy","Turkey with gravy, dressing, vegetable and fruit, diet frozen meal","28145100","630","1183","7","18.33","18","23.5","1.7","240","259","2.371","6.93","2","0.108","7.6","10.45","0.082","72.2","0.479","0.495","0.485","1.63","38","0.085","0.96","19","77","208","157","0.7","128","0.16","0.175","3.4","0.29","7.0"
"Turkey with vegetable","Turkey with vegetable, stuffing, diet frozen meal","28145110","499","1149","0","10.65","23","22.4","1.5","171","847","3.634","9.31","1","0.11","9.7","3.79","0.041","77.43","0.703","0.395","0.509","1.82","24","0.07","0.68","18","85","196","210","0.64","119","0.11","0.254","2.1","0.35","11.2"
"Turkey with gravy","Turkey with gravy, dressing, potatoes, vegetable, frozen meal","28145210","0","124","0","16.32","14","17.1","1.3","327","0","3.057","6.97","34","0.252","7.9","4.82","0.138","71.16","1.235","1.087","0.877","3.89","27","0.056","0.79","18","106","230","326","0.48","44","0.33","0.177","0.8","0.24","11.5"
"Flounder with chopped broccoli","Flounder with chopped broccoli, diet frozen meal","28150220","6","89","0","5.3","19","32.1","0.7","332","0","0.64","6.66","10","0.111","11.6","2.42","0.049","85.2","0.419","0.219","0.714","1.67","73","0.028","0.33","16","149","197","161","0.42","18","0.49","0.084","18.9","0.44","25.5"
"Fish in lemon-butter sauce with starch item","Fish in lemon-butter sauce with starch item, vegetable, frozen meal","28150510","4","265","0","10.98","15","22.7","1.1","503","0","0.944","5.46","11","0.036","7.6","1.07","0.108","78.35","0.779","1.288","1.456","3.76","12","0.051","0.67","13","96","94","454","0.35","34","0.43","0.075","2.3","0.97","5.7"
"Shrimp and clams in tomato-based sauce","Shrimp and clams in tomato-based sauce, with noodles, frozen meal","28153010","43","295","0","12.46","36","30.6","1.5","179","1058","1.182","7.77","33","0.081","19.6","2.0","0.104","75.67","0.657","0.337","1.122","2.51","40","0.141","1.44","22","103","272","276","0.64","60","2.69","0.084","11.2","0.66","38.5"
"Shrimp and vegetables in sauce with noodles","Shrimp and vegetables in sauce with noodles, diet frozen meal","28154010","518","1210","10","13.44","37","18.4","1.5","164","0","0.836","5.28","5","0.074","15.6","1.87","0.1","78.12","0.35","0.557","0.528","1.71","32","0.093","0.92","15","58","86","456","0.54","129","0.11","0.051","6.9","0.52","8.0"
"Meat loaf dinner","Meat loaf dinner, NFS, frozen meal","28160300","15","111","0","10.1","19","23.5","1.2","65","2081","1.637","6.65","22","0.112","5.9","3.1","0.098","74.12","3.072","1.466","2.208","7.4","46","0.074","1.08","16","76","214","393","1.4","32","0.57","0.126","3.5","0.68","9.6"
"Meat loaf with potatoes","Meat loaf with potatoes, vegetable, frozen meal","28160310","15","111","0","10.1","19","23.5","1.2","65","2081","1.637","6.65","22","0.112","5.9","3.1","0.098","74.12","3.072","1.466","2.208","7.4","46","0.074","1.08","16","76","214","393","1.4","32","0.57","0.126","3.5","0.68","9.6"
"Beef","Beef, broth, bouillon, or consomme","28310110","0","0","0","0.04","0","2.9","0.0","0","0","0.78","1.14","0","0.021","0.7","0.0","0.002","97.55","0.09","0.01","0.11","0.22","6","0.0","0.17","2","13","54","372","0.0","0","0.07","0.01","0.0","0.0","0.0"
"Oxtail soup","Oxtail soup","28310150","89","243","0","1.35","31","32.7","0.3","58","106","0.808","8.4","11","0.082","7.3","0.42","0.03","84.72","1.857","0.181","2.202","4.86","11","0.054","1.1","9","68","107","138","2.76","35","0.65","0.093","1.5","0.14","10.1"
"Beef broth","Beef broth, with tomato, home recipe","28310160","31","147","0","2.09","0","4.5","0.6","43","800","0.745","1.2","0","0.023","0.6","1.04","0.017","91.48","1.767","1.707","0.645","4.28","14","0.025","0.46","6","20","127","260","0.08","14","0.05","0.049","4.9","0.66","10.1"
"Beef broth","Beef broth, without tomato, home recipe","28310170","0","0","0","1.2","0","4.8","0.0","1","0","0.872","1.97","0","0.091","1.2","0.54","0.033","95.89","0.043","0.005","0.035","0.09","8","0.05","0.27","7","31","185","198","0.17","0","0.0","0.055","0.0","0.01","0.1"
"Meatball soup","Meatball soup, home recipe, Mexican style","28310230","66","196","2","9.99","16","22.6","1.8","45","347","1.798","6.86","2","0.089","4.8","1.33","0.08","77.04","1.98","0.763","1.468","4.68","20","0.104","1.11","21","84","346","252","1.26","21","0.37","0.196","8.8","0.35","4.5"
"Beef noodle soup","Beef noodle soup, Puerto Rican style","28310320","172","153","0","6.16","16","24.2","0.9","82","87","1.468","5.88","0","0.059","6.4","0.86","0.044","85.1","0.501","0.081","0.455","1.25","14","0.07","0.79","14","68","228","425","1.4","20","0.37","0.151","9.2","0.16","6.3"
"Pho","Pho","28310330","1","47","3","10.41","12","20.6","0.6","35","0","1.059","6.15","0","0.052","6.7","0.77","0.021","79.89","0.904","0.359","0.672","2.26","11","0.039","0.66","10","47","99","403","0.7","4","0.4","0.065","1.5","0.17","7.1"
"Beef and rice soup","Beef and rice soup, Puerto Rican style","28310420","172","153","0","6.23","15","23.6","0.9","81","87","1.44","5.83","0","0.056","5.9","0.85","0.04","85.12","0.492","0.072","0.447","1.21","14","0.069","0.79","14","67","227","425","1.39","20","0.36","0.15","9.2","0.16","6.3"
"Pepperpot soup","Pepperpot soup","28311010","1","24","0","3.1","20","29.6","0.3","31","0","0.945","3.48","15","0.083","3.2","0.79","0.043","90.16","0.789","0.171","1.311","2.49","18","0.06","0.35","9","40","179","174","0.36","17","0.14","0.077","4.4","0.1","1.7"
"Menudo soup","Menudo soup, home recipe","28311020","3","40","3","3.57","32","51.9","0.5","58","0","0.846","5.31","0","0.084","5.0","1.04","0.032","88.49","0.697","0.166","0.493","1.62","26","0.066","0.51","11","44","173","274","0.6","4","0.2","0.088","10.0","0.1","1.6"
